"wave","include_random_effects","length","measure","pearson_cor_value","pearson_cor_df","pearson_cor_p","pearson_cor_95_conf_lower","pearson_cor_95_conf_upper"
1,FALSE,2,"musical_training",0.106364319316999,69,0.377321957734208,-0.130169598446097,0.331443225815387
1,FALSE,3,"musical_training",0.165996743502856,69,0.166509821404325,-0.0700186490088467,0.38441305927607
1,FALSE,4,"musical_training",0.28386024317066,69,0.0164414645026062,0.0541421054801624,0.485041768568991
1,FALSE,5,"musical_training",0.289211425907923,69,0.0144368830367747,0.0599529644931899,0.489487433220638
1,FALSE,6,"musical_training",0.26636167079362,69,0.0247491449105036,0.0352483830677502,0.470431310810938
1,FALSE,7,"musical_training",0.261197602815452,69,0.0277947228172729,0.0297039811153441,0.466098076987654
1,FALSE,8,"musical_training",0.332614367448577,69,0.00459571173606357,0.107665494474207,0.525165191330447
1,FALSE,9,"musical_training",0.347457363982584,69,0.00298912545553656,0.124223578317744,0.537212950672308
1,FALSE,10,"musical_training",0.35032681981129,69,0.00274405402620893,0.127439000917345,0.539533132356664
1,FALSE,11,"musical_training",0.393514130110735,69,0.000686192612392019,0.176405927135238,0.574109809402553
1,FALSE,12,"musical_training",0.397508348767012,69,0.000597772935815209,0.180989625522766,0.577275452277488
1,FALSE,13,"musical_training",0.431491645711067,69,0.000171997307822667,0.22037250597493,0.603992311977786
1,FALSE,14,"musical_training",0.411012630574064,69,0.000370140795305843,0.196556890316577,0.587938483966002
1,FALSE,15,"musical_training",0.401412835200069,69,0.000521489961150435,0.185479458964898,0.580364763058693
1,FALSE,16,"musical_training",0.386047216329516,69,0.000884007839306191,0.167862202549305,0.56817734368781
1,FALSE,17,"musical_training",0.389804875712791,69,0.000778781872774612,0.172157664609704,0.571165173631194
1,FALSE,18,"musical_training",0.402713271473588,69,0.000498124372919054,0.186976856317295,0.5813925531039
1,FALSE,19,"musical_training",0.411868848031936,69,0.000358815262135081,0.197547566321745,0.588612489977229
1,FALSE,20,"musical_training",0.42742215087318,69,0.000201075195116227,0.215619852509633,0.600813275483476
1,FALSE,21,"musical_training",0.44158011527035,69,0.000115774147209729,0.232197945195651,0.611849692968766
1,FALSE,22,"musical_training",0.422829315221793,69,0.000239274988153775,0.210268029873542,0.597218812097371
1,FALSE,23,"musical_training",0.439079897802455,69,0.000127855248993794,0.229261475353178,0.609905531505561
1,FALSE,24,"musical_training",0.41224732104591,69,0.000353910786230326,0.197985613489531,0.588910341942128
1,FALSE,25,"musical_training",0.41239000638663,69,0.000352077755067981,0.198150780663164,0.589022620476309
1,FALSE,1,"singing_abilities",0.199290177588859,69,0.0956732289187058,-0.0356721376079188,0.413374027315619
1,FALSE,2,"singing_abilities",0.136204822969504,69,0.257382873447283,-0.100285699171627,0.358128281062689
